id,name,brand,mount,price,bh_current_price,bh_list_price,bh_savings,sensorSize,megapixels,maxVideoResolution,frameRates,bitDepth,autofocus,autofocusDetails,stabilization,stabilizationDetails,weightGrams,lowLightPerformance,rawVideo,dualSlots,batteryType,batteryMinutes,cardType,cardSlots,bh_rating,bh_ratings_sampled,bh_review_count,bh_in_stock,bh_sku,bh_mfr,bhLink,amazonLink,adoramaLink,bh_image_500,productImage,bh_key_features,bh_description,notablePros,notableCons,primaryUseCases,experienceLevel
blackmagic-cc6k,Blackmagic Cinema Camera 6K,Blackmagic,Leica L,2595,3089,,,Full Frame,24.6,6K,6K36 | 4K60 | 2K120,12-bit RAW,basic,Basic phase-detect AF,False,,900,good,True,True,NP-F570,45,CFexpress Type B,2,3.5,2,38,Yes,BLCC6K,CINECAM60KLFL,https://www.bhphotovideo.com/c/product/1787634-REG/blackmagic_design_cinema_camera_6k.html,https://www.amazon.com/dp/B0CMXF12Z1,https://www.adorama.com/bmcc6k.html,,images/blackmagic-cc6k.png,"Full-Frame 6K HDR Sensor | Up to 6K36 fps Open Gate / 4K Anamorphic | Active Leica L Mount, OLP Filter | 13 Stops of Dynamic Range | gen digital film capture to the masses with their new **Cinema Camera 6K**. Based around a full-frame 6K sensor and an active Leica L lens mount, this high-end camera features rich colors, accurate skin tones, a wide 13-stop dynamic range, and a built-in OLP (optical low pass) filter that is tailored specifically to the massive 24 x 35mm sensor. ENG users and other on-the-go shooters will appreciate the ability to record both deep bit-depth Blackmagic Raw and H.264 proxies simultaneously to Blackmagic Cloud. The Cinema Camera 6K takes a step up from the Pocket Cinema Camera line but handily retains the ability to use all the existing PCC accessories. | REG/blackmagic_design_cinema_camera_6k.html/overview)",)  In Stock  $3;089.00  +  Save the Tax‡\\ or Pay$258/mo.suggested payments for 12 Mos.§when you use the Payboo credit card. Learn More  1  Add to Cart  Add to Wish List  Free Next Day Delivery  Protect Your Gear  Add a protection plan from$155.99  See Options  Used from$2;469.95  Lens Options  No Lens\\ \\ $3;089.00  28-70mm f/2.8 Zoom Lens\\ \+ $710.00  Kit Options  No Kit\\ \\ $3;089.00  EF to L Mount Converter Kit\\ \+ $10.00  PL to L Mount Converter Kit\\ \+ $460.00,"Full-frame 6K Blackmagic RAW internal recording at $2,595 | First Blackmagic camera with phase-detect autofocus | L-mount provides access to Sigma, Panasonic, and Leica lenses",AF is functional but significantly less reliable than Sony or Canon systems | No in-body image stabilization | NP-F570 battery provides limited recording time,narrative film | commercial | music video | documentary,intermediate | advanced | professional
blackmagic-pyxis,Blackmagic PYXIS 6K,Blackmagic,Leica L,2595,3295,,,Full Frame,24.6,6K,6K36 | 4K60 | 2K120,12-bit RAW,basic,Basic phase-detect AF,False,,980,good,True,True,NP-F570,45,CFexpress Type B,2,4.5,2,13,Yes,BLPYXIS6KEF,CINECAMCPYXD60LFEF,https://www.bhphotovideo.com/c/product/1823585-REG/blackmagic_design_blpyxis6kef_pyxis_6k_cinema_box.html,https://www.amazon.com/dp/B0DC2XX9QN,https://www.adorama.com/bmpyxis6k.html,,images/blackmagic-pyxis.png,"Full-Frame 6K Sensor | Up to 6K36 fps Open Gate / 6K Anamorphic | 13-Stop Dynamic Range, Dual-Native ISO | Canon EF Lens Mount | style cinema camera with a lockable Canon EF lens mount and customizable side plates. A full-frame 6K sensor captures rich colors, accurate skin tones, and a wide 13-stop dynamic range with its expanded 36 x 24mm sensor. Record both Blackmagic RAW and H.265 proxy files to the cloud or even stream directly to your social media platform of choice via Ethernet or mobile 4G/5G technology. The PYXIS can film up to 6K Open Gate 3:2 video at 36 fps or 6K Anamorphic 6:5 video at 60 fps, among other selectable resolutions. | REG/blackmagic_design_blpyxis6kef_pyxis_6k_cinema_box.html/overview)",)  In Stock  $3;295.00  +  Save the Tax‡\\ or Pay$275/mo.suggested payments for 12 Mos.§when you use the Payboo credit card. Learn More  1  Add to Cart  Add to Wish List  Free 2-Day Shipping  Protect Your Gear  Add a protection plan from$155.99  See Options  Used from$2;997.95  Kit Configuration  21 + 45mm Lenses + Case\\ \+ $2;669.00  Base\\ \\ $3;295.00  Lens Mount  ARRI PL\\ \+ $220.00  Canon EF\\ \\ $3;295.00  Leica L\\ \+ $0,"Full-size XLR audio inputs with phantom power | Box-style body designed for rigging, studio, and multi-camera setups | Same full-frame 6K Blackmagic RAW as the Cinema Camera 6K",No built-in screen. Requires an external monitor | Not practical for handheld or run-and-gun shooting | Same basic AF limitations as other Blackmagic cameras,narrative film | commercial | music video | studio | multicam,advanced | professional
fujifilm-xh2s,Fujifilm X-H2S,Fujifilm,Fujifilm X,2499,2899,,,APS-C,26.1,6.2K,6.2K30 | 4K120 | 4K60 | 1080p240,8/10-bit,good,Phase-detect AF with subject detection,True,5-axis IBIS (up to 7 stops),660,good,True,True,NP-W235,80,CFexpress Type B,2,5.0,2,54,No,FUXH2S,16756924,https://www.bhphotovideo.com/c/product/1708265-REG/fujifilm_16756924_x_h2s_mirrorless_camera.html,https://www.amazon.com/dp/B0B1VKPVW4,https://www.adorama.com/ifjxh2s.html,https://static.bhphoto.com/images/images500x500/1653990649_1708265.jpg,images/fujifilm-xh2s.png,"26.1MP APS-C X-Trans Stacked BSI Sensor | 4K 120p, 6.2K 30p, FHD 240p 10-Bit Video | Internal ProRes 422 HQ and F-Log 2 | 7-Stop In-Body Image Stabilization | H2S** is a multimedia mirrorless camera featuring a newly developed X-Trans stacked sensor, refined AF and subject detection, and impressive 6.2K video recording. Topping the X System, this camera mixes the intuitiveness, design, and image quality FUJIFILM is known for with a fresh, speedy approach to video and continuous shooting applications. | REG/fujifilm_16756924_x_h2s_mirrorless_camera.html/overview)",)  Temporarily Out of Stock  Expected availability: Feb 18; 2026  $2;899.95  +  Save the Tax‡\\ or Pay$242/mo.suggested payments for 12 Mos.§when you use the Payboo credit card. Learn More  Request Assistance  Add to Wish List  Free Next Day Delivery  Used for$2;087.95  Lens Options  No Lens\\ \\ $2;899.95  18mm f/1.4\\ \+ $1;199.00  16-80mm f/4\\ \+ $949.00  18-120mm f/4\\ \+ $999.00  16-55mm f/2.8 II\\ \+ $1;399.00  Kit Options See Kits & Details  ![\\ No Kit\\ \\ $2;899.95](https://www.bhphotovideo.com/c/product/1708265-REG/fujifilm16756924xh2smirrorlesscamera.html)  ![\\ Basic Bundle\\ \+ $0](https://www.bhphotovideo.com/c/product/1736768-REG/fujifilmxh2smirrorlesscameraand.html)  ![\\ Essentials+\\ \+ $334.94](https://www.bhphotovideo.com/c/product/1860692-REG/fujifilmxh2sdigitalcamer,Internal Apple ProRes recording with 4K120 capability | 19 built-in Film Simulation modes including Eterna for cinema work | Stacked BSI CMOS sensor provides fast readout with minimal rolling shutter,APS-C sensor has higher noise at high ISO compared to full-frame cameras | Fujifilm X-mount has fewer cinema-oriented lens options than Sony E or Canon RF | Thermal throttling possible during extended high-frame-rate recording,commercial | documentary | YouTube/content | music video | wedding,intermediate | advanced | professional
fujifilm-xh2,Fujifilm X-H2,Fujifilm,Fujifilm X,1999,2299,,,APS-C,40.2,8K,8K30 | 4K60 | 1080p240,8/10-bit,good,Phase-detect AF with subject detection,True,5-axis IBIS (up to 7 stops),660,average,True,True,NP-W235,80,CFexpress Type B,2,5.0,2,56,No,FUXH2,16757045,https://www.bhphotovideo.com/c/product/1726019-REG/fujifilm_16757045_x_h2_digital_camera_body.html,https://www.amazon.com/dp/B0BHRDTLXF,https://www.adorama.com/ifjxh2.html,https://static.bhphoto.com/images/images500x500/1662648410_1726019.jpg,images/fujifilm-xh2.png,"40MP APS-C X-Trans BSI Sensor | 7-Stop In-Body Image Stabilization | 8K 30p, 4K 60p, FHD 240p 10-Bit Video | 5.76m-Dot OLED Electronic Viewfinder | C imaging, the **FUJIFILM X-H2** is a high-resolution mirrorless crop-sensor camera featuring a groundbreaking 40MP BSI sensor and an arsenal of cutting-edge features packed into a small and durable X-series body. Standing atop the X-System lineup, this high performing camera inherits many of the GFX system's advances in digital capture technology to provide image quality, detail, and color rendition never before seen in a crop-sensor camera, while retaining its characteristic compact form factor and sleek design that has garnered the X-System a loyal following worldwide. | REG/fujifilm_16757045_x_h2_digital_camera_body.html/overview)",)  Temporarily Out of Stock  Expected availability: 4-6 Weeks  $2;299.00  +  Save the Tax‡\\ or Pay$192/mo.suggested payments for 12 Mos.§when you use the Payboo credit card. Learn More  Request Assistance  Add to Wish List  Free Next Day Delivery  Used for$1;759.95  Lens Options  No Lens\\ \\ $2;299.00  23mm f/2\\ \+ $499.00  16-55mm f/2.8 II\\ \+ $1;399.00  16-80mm f/4\\ \+ $500.95  16-80mm f/4 & 70-300mm f/4-5.6\\ \+ $1;898.00  Kit Options See Kits & Details  ![\\ No Kit\\ \\ $2;299.00](https://www.bhphotovideo.com/c/product/1726019-REG/fujifilm16757045xh2digitalcamerabody.html)  ![\\ Basic Bundle\\ \+ $0](https://www.bhphotovideo.com/c/product/1736304-REG/fujifilmxh2mirrorlesscameraand.html)  ![\\ Essentials+\\ \+ $184.95](https://www.bhphotovideo.com/c/product/1860591-REG/fujifilmxh2m,Internal 8K30 recording from a 40.2MP APS-C sensor | 40.2MP stills with Fujifilm Film Simulation color profiles | Internal Apple ProRes recording,No 4K120 recording | 40.2MP on APS-C produces visible noise above ISO 3200 | 8K files require fast storage and a powerful editing system,commercial | YouTube/content | documentary,intermediate | advanced
fujifilm-xt5,Fujifilm X-T5,Fujifilm,Fujifilm X,1699,1999,,,APS-C,40.2,6.2K,6.2K30 | 4K60 | 1080p240,8/10-bit,good,Phase-detect AF,True,5-axis IBIS (up to 7 stops),557,average,False,True,NP-W235,70,SD UHS-II,2,5.0,2,40,Yes,FUXT5BJP,16953857,https://www.bhphotovideo.com/c/product/1899771-REG/fujifilm_16953857_x_t5_body_black_coo_japan.html,https://www.amazon.com/dp/B0BLP2NY6Q,https://www.adorama.com/ifjxt5b.html,https://static.bhphoto.com/images/images500x500/1749129395_1899771.jpg,images/fujifilm-xt5.png,"40MP APS-C X-Trans CMOS 5 HR BSI Sensor | 4K 60p, 6.2K 30p 4:2:2 10-Bit Video | 7-Stop In-Body Image Stabilization | 425-Point Intelligent Hybrid AF System | T5** features the newly developed 40MP APS-C X-Trans CMOS 5 HR BSI sensor for simply stunning results. Comparable in size to the original X-T1 and lighter than its predecessor, this camera provides a classic, dial-based layout and cutting-edge technology that includes a seven-stop in-body image stabilization system, Pixel Shift Multi-Shot mode for 160MP files, and action-freezing shutter speeds up to 1/180,000 sec from the electronic shutter. In addition to its versatile suite of stills capabilities, the X-T5 is also a highly capable moviemaking machine, recording up to 6.2K in 4:2:2 10-bit color internally or 12-bit ProRes RAW and Blackmagic RAW via HDMI. | REG/fujifilm_16953857_x_t5_body_black_coo_japan.html/overview)",)  In Stock  $1;999.00  +  Save the Tax‡\\ or Pay$167/mo.suggested payments for 12 Mos.§when you use the Payboo credit card. Learn More  1  Add to Cart  Add to Wish List  Free 2-Day Shipping  Protect Your Gear  Add a protection plan from$95.99  See Options  Used for$1;638.95  Color  ![\\ Black\\ \\ $1;999.00](https://www.bhphotovideo.com/c/product/1899771-REG/fujifilm16953857xt5bodyblackcoojapan.html)  ![\\ Silver\\ \+ $0](https://www.bhphotovideo.com/c/product/1899774-REG/fujifilm16953883xt5bodysilvercoojapan.html)  Lens Options  No Lens\\ \\ $1;999.00  16-50mm f/2.8-4.8\\ \+ $400.00  16-55mm f/2.8 II\\ \\ —  16-80mm f/4\\ \+ $500.95  23mm f/2\\ \\ —  Kit Options See Kits & Details  ![\\ No Kit\\ \\ $1;999.00](https://www.bhphotovideo.com/c/product/1899771-REG/fujifilm16953857xt5bodyblack,Dedicated shutter speed and ISO dials with a classic rangefinder body design | 40.2MP sensor with 19 Film Simulation modes for distinctive color rendering | 6.2K30 and 4K60 10-bit internal recording,Three-way tilt screen does not flip out for front-facing vlogging | No internal ProRes recording | Designed primarily for photography. Video features are secondary,YouTube/content | documentary | social media,beginner | intermediate | advanced
fujifilm-xs20,Fujifilm X-S20,Fujifilm,Fujifilm X,1299,1499,,717,APS-C,26.1,6.2K,6.2K30 | 4K60 | 1080p240,8/10-bit,good,Phase-detect AF,True,5-axis IBIS (up to 7 stops),491,good,False,False,NP-W235,70,SD UHS-II,1,,0,35,Yes,FUXS20,16781852,https://www.bhphotovideo.com/c/product/1765968-REG/fujifilm_16781852_x_s20_mirrorless_camera_black.html,https://www.amazon.com/dp/B0C5HZSXGL,https://www.adorama.com/ifjxs20.html,https://static.bhphoto.com/images/images500x500/1684907149_1765968.jpg,images/fujifilm-xs20.png,"26.1MP APS-C X-Trans BSI CMOS 4 Sensor | X-Processor 5 Image Processor | 5-Axis In-Body Image Stabilization | 6.2K at 30 fps, 4K at 60 fps | S20** from **FUJIFILM** brings power above its weight class to give photographers and content creators outstanding results on epic journeys and in intimate moments. | REG/fujifilm_16781852_x_s20_mirrorless_camera_black.html/overview)",)  In Stock  $1;499.00  +  Save the Tax‡\\ or Pay$125/mo.suggested payments for 12 Mos.§when you use the Payboo credit card. Learn More  1  Add to Cart  Add to Wish List  Free Next Day Delivery  Protect Your Gear  Add a protection plan from$95.99  See Options  Lens Options  No Lens\\ \\ $1;499.00  16mm f/2.8\\ \+ $449.00  XC 35mm f/2\\ \+ $239.95  15-45mm f/3.5-5.6\\ \+ $100.00  16-50mm f/2.8-4.8\\ \+ $400.00  Kit Options See Kits & Details  ![\\ No Kit\\ \\ $1;499.00](https://www.bhphotovideo.com/c/product/1765968-REG/fujifilm16781852xs20mirrorlesscamerablack.html)  ![\\ Basic Bundle\\ \+ $0](https://www.bhphotovideo.com/c/product/1795713-REG/fujifilmxs20mirrorlesscameraand.html)  ![\\ Content Creation Kit\\ \+ $293.00](https://www.bhphotovideo.com/c/product/1860545-REG/fujifilmxs20mirror,"6.2K30 and 4K60 10-bit recording at $1,299 | 19 Film Simulation modes built in, including Eterna and Classic Neg | 491g body with 5-axis IBIS providing up to 7 stops of compensation","Single SD card slot, no backup recording | No internal ProRes recording | Limited first-party content creator accessories compared to Sony ZV line",YouTube/content | social media | vlogging | documentary,beginner | intermediate
nikon-z6iii,Nikon Z6 III,Nikon,Nikon Z,2499,2096,2696,2277,Full Frame,24.5,6K,6K30 | 4K120 | 4K60 | 1080p240,"12-bit RAW, 10-bit",excellent,3D tracking AF with subject detection,True,5-axis IBIS,760,excellent,True,True,EN-EL15c,90,microSD CFexpress,2,5.0,2,191,Yes,NIZ63,1890,https://www.bhphotovideo.com/c/product/1834803-REG/nikon_z6_iii_mirrorless_camera.html,https://www.amazon.com/dp/B0D64JJQHJ,https://www.adorama.com/nkz6m3.html,https://static.bhphoto.com/images/images500x500/1718610932_1834803.jpg,images/nikon-z6iii.png,"24.5MP Partially-Stacked CMOS Sensor | EXPEED 7 Image Processor | 6K 60p N-RAW, 6K 30p ProRes RAW | 4K 120p, Full HD 240p Slow Motion Video | stacked sensor design, the **Nikon Z6 III Mirrorless Camera** unlocks a number of flagship-level upgrades for this mid-range camera, including faster and more precise autofocus, professional-level 6K internal raw video, pre-capture at up to 120 fps, and a smooth, bright, colorful EVF. Taken together, these upgrades make this mirrorless monster an ideal choice for aspiring professionals in search of an all-around, affordable camera. | REG/nikon_z6_iii_mirrorless_camera.html/overview)",)  In Stock  $2;096.95  ~~$2;696.95~~  Instant Savings$600.00  +  Save the Tax‡\\ or Pay$175/mo.suggested payments for 12 Mos.§when you use the Payboo credit card. Learn More  1  Add to Cart  Add to Wish List  Free Next Day Delivery  Protect Your Gear  Add a protection plan from$119.99  See Options  Used from$1;907.95  Lens Options  No Lens\\ \\ $2;096.95  24-70mm f/4\\ \+ $600.00  24-120mm f/4\\ \+ $896.95  28-400mm f/4-8\\ \+ $1;000.00  50mm f/1.4\\ \+ $450.00  FTZ II Mount Adapter\\ \+ $246.95  Kit Options See Kits & Details  ![\\ No Kit\\ \\ $2;096.95](https://www.bhphotovideo.com/c/product/1834803-REG/nikonz6iiimirrorlesscamera.html)  ![\\ Basic Bundle\\ \+ $0](https://www.bhphotovideo.com/c/product/1853975-REG/nikonz6iiimirrorlesscamera.html)  ![\\ Essentials+\\ \+ $259.94](https://w,"Internal N-RAW recording with 4K120 capability at $2,499 | Partially stacked CMOS sensor provides fast readout with minimal rolling shutter | Nikon's improved 3D tracking AF with subject detection for people, animals, and vehicles",Nikon Z lens ecosystem has fewer third-party options than Sony E mount | Requires proprietary microSD-form CFexpress cards | N-Log color workflow is less widely supported in post-production software,wedding | documentary | commercial | YouTube/content | music video,intermediate | advanced | professional
nikon-z8,Nikon Z8,Nikon,Nikon Z,3996,3496,4296,2363,Full Frame,45.7,8K,8K30 | 4K120 | 4K60 | 1080p240,"12-bit RAW, 10-bit",excellent,3D tracking AF with subject detection,True,5-axis IBIS (up to 6 stops),910,good,True,True,EN-EL15c,80,CFexpress Type B,2,4.5,2,375,Yes,NIZ8,1695,https://www.bhphotovideo.com/c/product/1765622-REG/nikon_z8_mirrorless_camera.html,https://www.amazon.com/dp/B0C3GM1BXH,https://www.adorama.com/nkz8.html,https://static.bhphoto.com/images/images500x500/1683705043_1765622.jpg,images/nikon-z8.png,"45.7MP FX-Format Stacked CMOS Sensor | Lightweight Design, 30% Smaller than Z9 | 8.3K 60p N-RAW, 4.1K 60p ProRes RAW | 8K30p and 4K120p Video, 10-Bit Internal | REG/nikon_z8_mirrorless_camera.html/overview)",)  In Stock  $3;496.95  ~~$4;296.95~~  Instant Savings$800.00  +  Save the Tax‡\\ or Pay$292/mo.suggested payments for 12 Mos.§when you use the Payboo credit card. Learn More  1  Add to Cart  Add to Wish List  Free Next Day Delivery  Protect Your Gear  Add a protection plan from$155.99  See Options  Used from$3;076.95  Lens Options  No Lens\\ \\ $3;496.95  14-24mm f/2.8\\ \+ $2;096.95  24-120mm f/4\\ \+ $900.00  24-70mm f/2.8\\ \+ $1;996.95  50mm f/1.4\\ \+ $496.95  180-600mm f/5.6-6.3\\ \+ $1;750.00  FTZ II Mount Adapter\\ \+ $246.95  Kit Options See Kits & Details  ![\\ No Kit\\ \\ $3;496.95](https://www.bhphotovideo.com/c/product/1765622-REG/nikonz8mirrorlesscamera.html)  ![\\ Basic Bundle\\ \+ $0](https://www.bhphotovideo.com/c/product/1781431-REG/nikonz8mirrorlesscamera.html)  ![\\ Es,"Internal 8K N-RAW recording with the same stacked sensor as the Z9 | 45.7MP stacked CMOS sensor with fast readout and no blackout during burst shooting | Subject-detection AF tracking for people, animals, and vehicles","Tilt-only screen, no vari-angle for front-facing recording | 45.7MP generates large files and may be more resolution than needed for 4K delivery | Thermal throttling possible during extended 8K recording sessions",commercial | documentary | narrative film | wedding | music video,advanced | professional
nikon-z50ii,Nikon Z50 II,Nikon,Nikon Z,1099,1006,,2637,APS-C (DX),20.9,4K,4K60 | 4K30 | 1080p120,8/10-bit,good,Hybrid AF with subject detection,False,,550,average,False,False,EN-EL25a,65,SD UHS-II,1,4.5,2,67,Yes,NIZ502,1784,https://www.bhphotovideo.com/c/product/1860621-REG/nikon_1784_z50_ii_mirrorless_camera.html,https://www.amazon.com/dp/B0DG8N4VRZ,https://www.adorama.com/nkz50m2.html,https://static.bhphoto.com/images/images500x500/1730933446_1860621.jpg,images/nikon-z50ii.png,"20.9MP DX-Format CMOS Sensor | EXPEED 7 Image Processor | UHD 4K60p/Full HD 120fps Video Recording | Improved Autofocus, 9 Subject Detection | C CMOS sensor and an interchangeable lens mount with a host of flagship features and compatibility with the entire NIKKOR Z lens lineup to elevate your content beyond the smartphone. | REG/nikon_1784_z50_ii_mirrorless_camera.html/overview)",)  In Stock  $1;006.95  +  Save the Tax‡\\ or Pay$84/mo.suggested payments for 12 Mos.§when you use the Payboo credit card. Learn More  1 Free Item Included ($99.00)  1  Add to Cart  Add to Wish List  Free Next Day Delivery  Protect Your Gear  Add a protection plan from$95.99  See Options  Used from$889.95  Lens Options  No Lens\\ \\ $1;006.95  24mm f/1.7\\ \+ $266.95  12-28mm f/3.5-5.6\\ \+ $336.95  16-50mm f/3.5-6.3\\ \+ $140.00  18-140mm f/3.5-6.3\\ \+ $476.95  16-50mm & 50-250mm\\ \+ $390.00  Kit Options See Kits & Details  ![\\ No Kit\\ \\ $1;006.95](https://www.bhphotovideo.com/c/product/1860621-REG/nikon1784z50iimirrorlesscamera.html)  ![\\ Basic Bundle\\ \+ $0](https://www.bhphotovideo.com/c/product/1862813-REG/nikonz50iimirrorlesscamera.html)  ![\\ Essentials+\\ \+ $128.94](https:,"4K60 with N-Log recording in a Nikon Z body for $1,099 | Improved hybrid AF system with subject detection | Compact 550g body suitable for travel and vlogging",No in-body image stabilization | Limited native DX (APS-C) Nikon Z lens selection | Single SD card slot,YouTube/content | social media | vlogging,beginner | intermediate
dji-osmo-pocket3,DJI Osmo Pocket 3,DJI,Fixed lens,519,499,,,1 inch,20,4K,4K120 | 4K60 | 1080p240,8/10-bit,good,Phase-detect AF,True,3-axis mechanical gimbal,179,good,False,False,Built-in,120,microSD,1,5.0,2,204,Yes,DJOP3,CP,https://www.bhphotovideo.com/c/product/1788803-REG/dji_cp_os_00000301_01_osmo_pocket_3.html,https://www.amazon.com/dp/B0CK19TPXH,https://www.adorama.com/djiosmop3.html,,images/dji-osmo-pocket3.png,"3-Axis Gimbal Mechanical Stabilizer | 1"" CMOS Sensor, Full-Pixel Fast Focusing | Up to 4K120 Resolution | 2"" Rotatable Screen | pixel fast focusing, ensuring high-quality, low-noise footage acquisition even in high-contrast environments and with resolutions up to UHD 4K120. Three built-in microphones capture stereophonic sound while reducing ambient noise, and new software enhancements bring ActiveTrack 6.0 to your fingertips for precise subject tracking in both photo and video modes with smart horizontal and vertical shooting modes as well as D-Log M and 10-bit support. | REG/dji_cp_os_00000301_01_osmo_pocket_3.html/overview)",)  In Stock  $499.00  +  Save the Tax‡\\ or Pay$84/mo.suggested payments for 6 Mos.§when you use the Payboo credit card. Learn More  1  Add to Cart  Add to Wish List  Free 2-Day Shipping  Protect Your Gear  Add a protection plan from$69.99  See Options  Kit Configuration  Gimbal Camera Only  Starter Kit  Blade Arm Kit  Mount Expansion Kit  Power Expansion Vlog Combo Kit  Creator Combo  Creator Combo + Hard Case  Creator Combo + Blade Arm Kit  Accessory Bundle  Creator Combo + LED Light Expansion Kit  Creator Combo + Mount Expansion Kit  Done-Like Imaging Kit (14')  Done-Like Imaging Kit (20')  Done-Like Imaging Kit (9')  Accessory Mounting Expander Kit  Chat  Request Callback  Email  800-606-6969  - Overview - [,"Built-in 3-axis mechanical gimbal stabilization in a 179g pocket-sized body | 1-inch CMOS sensor, larger than most action cameras and smartphones | 4K120 and 10-bit D-Log M recording","Fixed 20mm equivalent lens, no interchangeable optics | 1-inch sensor cannot match APS-C or full-frame depth of field and low-light performance | Gimbal mechanism is delicate and can be damaged by impacts",social media | vlogging | YouTube/content | BTS | travel,beginner | intermediate
gopro-hero13,GoPro HERO13 Black,GoPro,Fixed lens,399,329,429,,1/1.9 inch,27,5.3K,5.3K30 | 4K120 | 4K60 | 2.7K240,8/10-bit,good,Fixed focus,True,HyperSmooth 6.0 EIS,154,poor,False,False,Built-in (replaceable),70,microSD,1,5.0,2,73,Yes,GOH13BLK,CHDHX-131-TH,https://www.bhphotovideo.com/c/product/1846709-REG/gopro_chdhx_131_th_hero13_black.html,https://www.amazon.com/dp/B0DCFB1ZYT,https://www.adorama.com/gpchdhx131.html,https://static.bhphoto.com/images/images500x500/1725439835_1846709.jpg,images/gopro-hero13.png,"27MP with Improved Performance | 5.3K60/4K120/2.7K240 Video, 27MP Photos | Auto Adjusts for HB-Series Lenses | Upgraded Mounting Ecosystem | series lens mods. The 1/1.9"" image sensor can capture 27MP raw still photos as well as 5.3K60, 4K120, and 2.7K240 video with ease. HyperSmooth 6.0 digital image stabilization with AutoBoost ensures your footage remains high quality while reducing image cropping. The HERO13 Black includes a new 1900mAh Enduro battery for longer runtimes in all weather conditions as well as additional power accessories not previously available. | REG/gopro_chdhx_131_th_hero13_black.html/overview)",)  In Stock  $329.99  ~~$429.99~~  Instant Savings$100.00  +  Save the Tax‡\\ or Pay$55/mo.suggested payments for 6 Mos.§when you use the Payboo credit card. Learn More  1  Add to Cart  Add to Wish List  Free 2-Day Shipping  Protect Your Gear  Add a protection plan from$53.99  See Options  Color  ![\\ Black](https://www.bhphotovideo.com/c/product/1846709-REG/goprochdhx131thhero13black.html)  ![\\ Forest Green](https://www.bhphotovideo.com/c/product/1900851-REG/goprochdhx133thhero13blackinforest.html)  ![\\ Polar White](https://www.bhphotovideo.com/c/product/1882384-REG/goprochdhx132thhero13polarwhite.html)  Kit Configuration  Battery & Hand Grip  HB-Series Lens Collection  Creator Edition Bundle  Cinematic Pro Bundle  Base  2 Batteries; Memory Card & Accessories  Dive Bundle  ND Filter Bun,HyperSmooth 6.0 electronic stabilization with horizon lock up to 360 degrees | Waterproof to 33ft (10m) without a housing | Magnetic latch mounting system for quick attachment and removal,1/1.9-inch sensor produces visible noise in low light | Heavy H.265 compression can limit grading flexibility | Battery life is approximately 60-80 minutes of continuous 4K recording,action/sports | social media | vlogging | BTS | travel,beginner | intermediate
red-komodo,RED KOMODO 6K,RED,Canon RF,5995,2995,,,Super 35,19.9,6K,6K40 | 4K60 | 2K120,16-bit RAW,manual only,,False,,1010,average,True,False,RED Brick,60,CFast 2.0,1,4.5,2,42,Yes,REKOMB,710-0333,https://www.bhphotovideo.com/c/product/1598390-REG/red_digital_cinema_710_0333_komodo_6k_digital_cinema.html,https://www.amazon.com/dp/B096LHCCXM,https://www.adorama.com/rdkomodo6k.html,,images/red-komodo.png,"19.9MP Super35 Global Shutter CMOS | Compact, 2.1 lb All-in-One Design | Canon RF Lens & CFast 2.0 Support | 16+ Stops Dynamic Range | in-one design that weighs just 2.1 lb and measures about 4 x 4 x 4"". Key to achieving this goal was the use of the Canon RF lens mount and the KOMODO 19.9MP Super35 CMOS sensor which boasts Global Shutter technology. This sensor can create images with 16+ stops dynamic range and eliminates rolling shutter artifacts. Users can also be certain they are getting RED quality thanks to the ability to record up to 6K at 40 fps, 5K at 48 fps, 4K at 60 fps, and 2K at 120 fps in REDCODE RAW for incredible flexibility in post-production. | REG/red_digital_cinema_710_0333_komodo_6k_digital_cinema.html/overview)",)  In Stock  $2;995.00  +  Save the Tax‡\\ or Pay$250/mo.suggested payments for 12 Mos.§when you use the Payboo credit card. Learn More  Special Offers  V-RAPTOR Trade-In Promotion  Offer expires:      - This item cannot be returned.   1  Add to Cart  Add to Wish List  Free 2-Day Shipping  Protect Your Gear  Add a protection plan from$119.99  See Options  Configuration  Body Only\\ \\ $2;995.00  Starter Pack\\ \+ $1;455.00  Production Kit\\ \+ $2;500.00  Video Chat  Chat  Request Callback  Email  800-606-6969  - Overview - [,"16-bit REDCODE RAW recording, the same codec used on major film productions | Canon RF mount provides access to both cinema and photo lenses | Relatively compact cinema body at 1,010g for a RED camera","$5,995 is body only. A production-ready rig typically costs $10,000+ | No built-in monitor, audio inputs, or autofocus | REDCODE RAW files require a high-performance editing workstation",narrative film | commercial | music video,professional
